Employee_ID,Department,Job_Title,Location,Performance_Rating,Experience_Years,Work_Mode,Salary_INR,Status
E02249,Sales,BD Associate,Hyderabad,5,3,On-site,1419424,Resigned
E02250,Operations,Operations Manager,Mumbai,5,10,Remote,1472465,Resigned
E02251,Support,Tech Support,Chennai,4,3,Hybrid,778089,Active
E02252,Support,Support Engineer,Chennai,4,16,Hybrid,2365789,Active
E02253,HR,HR Manager,Chennai,4,2,On-site,726113,Active
E02254,Operations,Logistics Coordinator,Bangalore,3,5,Hybrid,2461242,Active
E02255,HR,HR Assistant,Kolkata,3,18,On-site,614758,Active
E02256,Support,Support Engineer,Delhi,3,1,Remote,1064356,Active
E02257,IT,Data Analyst,Bangalore,2,18,Remote,1486873,Active
E02258,Operations,Logistics Coordinator,Hyderabad,4,5,Remote,2434665,Active
E02259,Operations,Operations Executive,Pune,5,6,On-site,2278851,Active
E02260,Marketing,Marketing Executive,Pune,2,6,On-site,737843,Resigned
E02261,IT,System Admin,Kolkata,1,3,Remote,766066,Resigned
E02262,Sales,Sales Executive,Hyderabad,1,13,Hybrid,2195486,Resigned
E02263,Sales,Sales Manager,Pune,2,13,Hybrid,279251,Resigned
E02264,Finance,Accountant,Chennai,1,17,Remote,1941368,Active
E02265,Marketing,Content Strategist,Delhi,3,18,Hybrid,1697754,Active
E02266,IT,DevOps Engineer,Hyderabad,3,16,Remote,1673034,Active
E02267,Finance,Auditor,Mumbai,2,16,On-site,293237,Resigned
E02268,Operations,Operations Executive,Kolkata,3,4,Remote,1570274,Active
E02269,Sales,Sales Manager,Delhi,5,6,Remote,1714011,Active
E02270,Sales,Sales Executive,Delhi,4,12,Hybrid,2471961,Active
E02271,HR,Recruiter,Kolkata,2,11,Remote,1088537,Resigned
E02272,Operations,Operations Executive,Kolkata,3,3,Hybrid,2157030,Resigned
E02273,Support,Tech Support,Chennai,3,16,On-site,886024,Active
E02274,Operations,Operations Executive,Hyderabad,1,0,Hybrid,1881629,Resigned
E02275,Finance,Financial Analyst,Bangalore,1,3,Remote,1736630,Active
E02276,Operations,Operations Manager,Mumbai,3,14,Remote,2261718,Active
E02277,Support,Tech Support,Kolkata,2,0,Hybrid,313474,Resigned
E02278,IT,DevOps Engineer,Delhi,1,17,Hybrid,798442,Active
E02279,IT,Data Analyst,Mumbai,5,12,Remote,2002362,Active
E02280,HR,Recruiter,Bangalore,4,8,On-site,2265791,Active
E02281,Support,Tech Support,Pune,4,18,On-site,301033,Resigned
E02282,Operations,Operations Executive,Hyderabad,5,1,On-site,1855190,Active
E02283,Marketing,Marketing Executive,Chennai,2,17,On-site,2188814,Resigned
E02284,Support,Tech Support,Pune,1,19,On-site,284510,Resigned
E02285,Sales,BD Associate,Delhi,3,0,Hybrid,730265,Resigned
E02286,HR,Recruiter,Chennai,4,15,On-site,2213078,Active
E02287,Finance,Auditor,Bangalore,3,4,Hybrid,1759579,Active
E02288,HR,Recruiter,Kolkata,1,10,Hybrid,1991951,Active
E02289,Marketing,Content Strategist,Bangalore,3,2,Hybrid,1699462,Active
E02290,Operations,Logistics Coordinator,Chennai,2,12,Remote,926618,Active
E02291,Operations,Operations Executive,Pune,1,18,Hybrid,1501590,Resigned
E02292,HR,HR Assistant,Kolkata,3,8,Hybrid,1407122,Active
E02293,Finance,Auditor,Hyderabad,4,12,Hybrid,920247,Active
E02294,Support,Support Engineer,Hyderabad,1,0,Remote,599829,Resigned
E02295,Finance,Accountant,Delhi,2,7,Hybrid,2173099,Active
E02296,Support,Tech Support,Hyderabad,1,19,Hybrid,1888388,Active
E02297,IT,DevOps Engineer,Mumbai,5,18,On-site,1339005,Active
E02298,HR,HR Manager,Mumbai,5,11,Hybrid,680898,Active
E02299,Operations,Operations Manager,Pune,4,6,Remote,2330029,Resigned
E02300,Finance,Auditor,Kolkata,3,17,On-site,463699,Resigned
E02301,Operations,Logistics Coordinator,Pune,2,4,Remote,734023,Active
E02302,Marketing,Content Strategist,Bangalore,5,0,On-site,589758,Active
E02303,Operations,Operations Manager,Chennai,1,19,Hybrid,2394124,Active
E02304,HR,HR Assistant,Kolkata,5,17,Remote,1624340,Active
E02305,Support,Support Engineer,Delhi,1,18,Remote,371403,Active
E02306,HR,Recruiter,Mumbai,5,17,Remote,2161950,Active
E02307,Operations,Operations Executive,Mumbai,2,14,On-site,859122,Active
E02308,IT,DevOps Engineer,Bangalore,1,13,On-site,1648356,Active
E02309,Marketing,SEO Specialist,Delhi,3,8,On-site,1989736,Active
E02310,Marketing,Content Strategist,Mumbai,5,0,Hybrid,636804,Active
E02311,Marketing,Content Strategist,Kolkata,3,16,Hybrid,1035072,Active
E02312,IT,Data Analyst,Hyderabad,2,3,On-site,1128340,Active
E02313,Operations,Operations Manager,Pune,5,10,On-site,1766008,Active
E02314,Marketing,Marketing Executive,Delhi,5,10,On-site,1353091,Active
E02315,IT,Software Engineer,Delhi,5,0,Hybrid,1138908,Active
E02316,Marketing,Marketing Executive,Chennai,5,14,Hybrid,1412493,Active
E02317,Marketing,SEO Specialist,Delhi,5,3,Hybrid,1371861,Active
E02318,Finance,Accountant,Mumbai,5,8,Remote,981401,Active
E02319,Sales,Sales Manager,Pune,1,20,Remote,2462462,Active
E02320,Marketing,SEO Specialist,Mumbai,4,2,Remote,803560,Active
E02321,Marketing,Marketing Executive,Pune,4,7,On-site,1238128,Resigned
E02322,HR,HR Manager,Chennai,3,6,On-site,419173,Active
E02323,Finance,Financial Analyst,Mumbai,1,5,On-site,2249491,Active
E02324,HR,Recruiter,Hyderabad,3,2,Hybrid,1424995,Active
E02325,Operations,Operations Executive,Chennai,3,0,On-site,889695,Resigned
E02326,IT,System Admin,Kolkata,2,13,On-site,2240124,Resigned
E02327,HR,HR Assistant,Pune,5,2,On-site,1064110,Resigned
E02328,Finance,Accountant,Mumbai,1,7,On-site,1550344,Resigned
E02329,Operations,Operations Executive,Bangalore,4,14,On-site,653125,Active
E02330,Operations,Logistics Coordinator,Kolkata,2,13,Hybrid,471325,Active
E02331,Operations,Operations Manager,Kolkata,2,18,Hybrid,1308677,Resigned
E02332,Operations,Logistics Coordinator,Mumbai,5,15,On-site,2366367,Active
E02333,Marketing,Content Strategist,Hyderabad,5,4,On-site,1789563,Active
E02334,Sales,Sales Manager,Bangalore,1,2,On-site,2291836,Resigned
E02335,HR,HR Manager,Delhi,1,15,Remote,2388897,Active
E02336,Sales,Sales Executive,Bangalore,2,17,On-site,369097,Resigned
E02337,Sales,Sales Executive,Kolkata,2,10,On-site,1612061,Active
E02338,Support,Tech Support,Pune,4,3,Remote,1711121,Active
E02339,Marketing,Content Strategist,Pune,4,2,Remote,913622,Resigned
E02340,Marketing,SEO Specialist,Hyderabad,2,13,On-site,878292,Active
E02341,IT,ML Engineer,Bangalore,3,11,On-site,2202317,Active
E02342,Operations,Logistics Coordinator,Chennai,2,1,Remote,304895,Resigned
E02343,Finance,Financial Analyst,Kolkata,5,15,On-site,464241,Resigned
E02344,Operations,Operations Executive,Hyderabad,1,9,On-site,1150897,Resigned
E02345,Operations,Operations Executive,Mumbai,1,6,On-site,2094804,Resigned
E02346,Support,Customer Support,Mumbai,2,16,On-site,1287588,Active
E02347,Sales,BD Associate,Kolkata,5,18,On-site,1070007,Active
E02348,IT,Software Engineer,Hyderabad,3,14,On-site,1084175,Active
E02349,HR,HR Assistant,Chennai,5,14,Hybrid,1741069,Active
E02350,Sales,Sales Manager,Chennai,3,6,Hybrid,2440157,Active
E02351,Operations,Operations Manager,Pune,4,6,Hybrid,1960025,Active
E02352,Sales,Sales Manager,Bangalore,1,1,On-site,1143242,Active
E02353,Operations,Operations Manager,Delhi,3,4,Remote,1712983,Active
E02354,IT,ML Engineer,Pune,5,9,Hybrid,1538900,Active
E02355,IT,DevOps Engineer,Hyderabad,4,10,Hybrid,939286,Active
E02356,HR,Recruiter,Kolkata,1,4,Remote,603082,Resigned
E02357,HR,HR Assistant,Bangalore,2,6,Remote,734780,Active
E02358,Sales,Sales Manager,Pune,3,18,On-site,1322231,Active
E02359,Sales,Sales Manager,Delhi,4,3,On-site,1724491,Active
E02360,Operations,Operations Manager,Bangalore,4,19,On-site,2382343,Active
E02361,IT,DevOps Engineer,Bangalore,1,1,Hybrid,1660566,Active
E02362,Operations,Operations Manager,Pune,3,2,On-site,2471902,Resigned
E02363,Sales,BD Associate,Chennai,2,0,Hybrid,1294332,Resigned
E02364,Finance,Auditor,Delhi,3,18,Hybrid,2285156,Active
E02365,Marketing,Content Strategist,Pune,5,16,On-site,1745270,Active
E02366,Support,Support Engineer,Delhi,5,15,On-site,2494241,Resigned
E02367,HR,HR Assistant,Kolkata,3,7,Hybrid,1686953,Active
E02368,Finance,Auditor,Bangalore,3,19,On-site,726555,Resigned
E02369,IT,Software Engineer,Chennai,4,3,On-site,530398,Resigned
E02370,Support,Tech Support,Hyderabad,1,13,On-site,619531,Resigned
E02371,Finance,Financial Analyst,Hyderabad,2,1,On-site,1576871,Resigned
E02372,Sales,Sales Executive,Pune,4,0,On-site,1682609,Resigned
E02373,IT,ML Engineer,Pune,5,19,On-site,2065385,Active
E02374,Support,Customer Support,Chennai,2,19,On-site,2396612,Active
E02375,Sales,Sales Executive,Bangalore,5,11,Hybrid,520574,Active
E02376,Support,Tech Support,Pune,4,20,On-site,626783,Active
E02377,Operations,Operations Executive,Mumbai,2,12,Hybrid,2244083,Active
E02378,Finance,Auditor,Kolkata,1,15,On-site,279715,Active
E02379,IT,DevOps Engineer,Pune,5,6,On-site,518451,Resigned
E02380,Sales,BD Associate,Chennai,5,5,Hybrid,1840196,Resigned
E02381,Marketing,SEO Specialist,Hyderabad,2,11,Hybrid,1895906,Resigned
E02382,IT,DevOps Engineer,Chennai,3,4,Hybrid,1562916,Active
E02383,Support,Tech Support,Bangalore,5,7,On-site,1785705,Active
E02384,HR,HR Assistant,Hyderabad,5,12,Hybrid,1563981,Active
E02385,Operations,Operations Manager,Kolkata,3,3,Hybrid,1020376,Active
E02386,Operations,Logistics Coordinator,Bangalore,1,0,On-site,879275,Resigned
E02387,Marketing,Marketing Executive,Pune,5,5,On-site,2218331,Active
E02388,HR,Recruiter,Hyderabad,5,15,Hybrid,1516019,Active
E02389,Support,Customer Support,Delhi,3,18,Hybrid,400468,Active
E02390,Finance,Auditor,Hyderabad,3,5,On-site,928627,Resigned
E02391,Finance,Accountant,Delhi,1,0,Hybrid,382508,Resigned
E02392,HR,HR Manager,Mumbai,4,7,On-site,664429,Active
E02393,HR,Recruiter,Chennai,1,4,Remote,1341426,Active
E02394,HR,Recruiter,Bangalore,3,5,On-site,951335,Resigned
E02395,IT,System Admin,Delhi,2,10,Hybrid,781369,Active
E02396,Marketing,Content Strategist,Chennai,1,6,On-site,2285334,Resigned
E02397,Support,Customer Support,Kolkata,4,18,Hybrid,625651,Resigned
E02398,Sales,BD Associate,Delhi,2,0,On-site,1295618,Resigned
E02399,Operations,Operations Executive,Hyderabad,2,12,Hybrid,959192,Resigned
E02400,IT,ML Engineer,Hyderabad,5,11,On-site,885318,Active
E02401,Support,Customer Support,Mumbai,1,4,Remote,951565,Active
E02402,Sales,Sales Manager,Hyderabad,2,3,Remote,2286677,Resigned
E02403,Support,Customer Support,Kolkata,3,5,On-site,896868,Active
E02404,Support,Tech Support,Hyderabad,5,6,On-site,470826,Active
E02405,Operations,Operations Executive,Delhi,2,12,On-site,621007,Resigned
E02406,Sales,Sales Executive,Pune,3,5,On-site,338898,Resigned
E02407,HR,HR Manager,Chennai,4,4,Remote,2474392,Active
E02408,Operations,Operations Manager,Pune,3,3,On-site,1775245,Resigned
E02409,IT,ML Engineer,Mumbai,2,2,On-site,1080623,Resigned
E02410,Marketing,SEO Specialist,Mumbai,3,9,Hybrid,693445,Resigned
E02411,Finance,Financial Analyst,Pune,3,1,Hybrid,954875,Resigned
E02412,Marketing,Marketing Executive,Delhi,1,4,On-site,538766,Active
E02413,Support,Support Engineer,Pune,1,14,Hybrid,2061196,Resigned
E02414,Sales,Sales Executive,Kolkata,1,16,Hybrid,740548,Resigned
E02415,Support,Customer Support,Pune,5,15,On-site,453154,Resigned
E02416,Sales,BD Associate,Mumbai,1,5,On-site,1096302,Resigned
E02417,Support,Tech Support,Kolkata,2,15,On-site,979988,Resigned
E02418,Sales,Sales Executive,Chennai,4,18,Hybrid,1632352,Active
E02419,Support,Tech Support,Chennai,2,6,Hybrid,933284,Resigned
E02420,Marketing,Content Strategist,Pune,5,2,Remote,2457532,Active
E02421,Marketing,SEO Specialist,Hyderabad,2,6,On-site,727347,Active
E02422,IT,DevOps Engineer,Delhi,3,11,Remote,1762447,Active
E02423,IT,DevOps Engineer,Mumbai,5,13,Hybrid,1755271,Active
E02424,Support,Customer Support,Mumbai,4,11,Remote,1148118,Active
E02425,Sales,Sales Manager,Pune,5,18,On-site,2498543,Active
E02426,Sales,BD Associate,Hyderabad,2,2,On-site,2438520,Active
E02427,Operations,Operations Executive,Chennai,3,1,Hybrid,2465374,Active
E02428,Support,Tech Support,Chennai,4,15,Hybrid,460926,Resigned
E02429,Finance,Financial Analyst,Chennai,5,0,Hybrid,487741,Active
E02430,Finance,Auditor,Delhi,2,8,Hybrid,2151411,Active
E02431,Marketing,Marketing Executive,Mumbai,1,11,On-site,1868773,Active
E02432,Marketing,Content Strategist,Pune,2,19,Hybrid,1786949,Resigned
E02433,Marketing,Marketing Executive,Hyderabad,2,3,On-site,1255716,Active
E02434,Support,Support Engineer,Delhi,3,10,Hybrid,1581757,Active
E02435,IT,DevOps Engineer,Pune,1,8,On-site,1835667,Active
E02436,HR,Recruiter,Kolkata,4,3,Remote,1515988,Active
E02437,Support,Tech Support,Bangalore,4,8,On-site,2475128,Resigned
E02438,Sales,Sales Executive,Mumbai,2,15,On-site,343391,Active
E02439,Finance,Auditor,Pune,3,9,On-site,1475328,Active
E02440,IT,Software Engineer,Pune,3,6,Hybrid,1308595,Active
E02441,HR,HR Assistant,Pune,4,6,Hybrid,359537,Active
E02442,Operations,Operations Executive,Kolkata,1,5,Hybrid,1161575,Active
E02443,Sales,BD Associate,Mumbai,3,3,On-site,695581,Active
E02444,Support,Tech Support,Kolkata,2,18,Hybrid,2276414,Resigned
E02445,Marketing,SEO Specialist,Chennai,2,11,Hybrid,382192,Resigned
E02446,Support,Customer Support,Bangalore,4,3,On-site,1852813,Active
E02447,Finance,Financial Analyst,Bangalore,2,14,On-site,761213,Active
E02448,Operations,Logistics Coordinator,Mumbai,5,14,Hybrid,513648,Active
E02449,Operations,Operations Manager,Delhi,4,3,Hybrid,1379376,Active
E02450,IT,Software Engineer,Delhi,3,16,On-site,1761061,Active
E02451,Operations,Operations Executive,Bangalore,1,20,On-site,1376161,Active
E02452,Operations,Logistics Coordinator,Pune,2,8,Hybrid,523994,Active
E02453,Support,Tech Support,Hyderabad,1,6,Remote,1979151,Active
E02454,Marketing,Content Strategist,Kolkata,1,9,Remote,1285357,Active
E02455,Finance,Auditor,Kolkata,4,5,On-site,1189057,Active
E02456,Marketing,Content Strategist,Bangalore,2,12,On-site,288795,Resigned
E02457,Sales,Sales Manager,Pune,1,16,Remote,679960,Active
E02458,IT,System Admin,Hyderabad,3,15,On-site,252355,Active
E02459,Marketing,SEO Specialist,Hyderabad,5,15,On-site,425477,Active
E02460,Finance,Financial Analyst,Hyderabad,2,9,On-site,1987568,Resigned
E02461,Support,Customer Support,Bangalore,1,9,Remote,429111,Active
E02462,Support,Tech Support,Bangalore,5,15,Remote,253825,Active
E02463,Support,Support Engineer,Hyderabad,5,9,On-site,1880763,Resigned
E02464,Marketing,Marketing Executive,Mumbai,3,19,On-site,2176458,Active
E02465,Sales,Sales Manager,Bangalore,2,1,On-site,398616,Resigned
E02466,HR,Recruiter,Delhi,3,8,Hybrid,1346158,Active
E02467,Sales,Sales Manager,Kolkata,5,7,On-site,625038,Active
E02468,Operations,Logistics Coordinator,Kolkata,1,14,Hybrid,724514,Active
E02469,Marketing,SEO Specialist,Bangalore,5,7,Hybrid,1251008,Active
E02470,Finance,Accountant,Pune,1,14,Hybrid,1667098,Active
E02471,Sales,Sales Manager,Bangalore,4,17,Remote,2247499,Active
E02472,Operations,Operations Manager,Pune,3,16,On-site,580126,Active
E02473,Marketing,SEO Specialist,Kolkata,4,15,Remote,2274996,Active
E02474,Marketing,Marketing Executive,Kolkata,2,13,Hybrid,2046717,Resigned
E02475,Sales,BD Associate,Delhi,1,8,Hybrid,1516366,Resigned
E02476,HR,HR Manager,Kolkata,5,0,On-site,1201712,Active
E02477,Sales,BD Associate,Chennai,1,3,Hybrid,1755670,Active
E02478,Operations,Operations Manager,Mumbai,5,6,On-site,2455915,Resigned
E02479,Sales,BD Associate,Bangalore,3,13,On-site,1250598,Active
E02480,Operations,Logistics Coordinator,Delhi,5,1,Remote,1980891,Active
E02481,IT,ML Engineer,Pune,4,17,Remote,486192,Active
E02482,IT,DevOps Engineer,Pune,4,0,On-site,590791,Resigned
E02483,HR,Recruiter,Hyderabad,3,1,Hybrid,1758088,Resigned
E02484,IT,Data Analyst,Delhi,3,11,On-site,1644817,Active
E02485,HR,HR Manager,Pune,3,9,On-site,1857820,Resigned
E02486,HR,HR Manager,Kolkata,5,6,Remote,1735815,Active
E02487,Marketing,Marketing Executive,Chennai,2,16,Hybrid,701930,Active
E02488,HR,HR Manager,Delhi,1,3,Remote,1155954,Active
E02489,Sales,Sales Executive,Delhi,2,12,Hybrid,1644021,Resigned
E02490,Sales,Sales Executive,Pune,5,18,Hybrid,335261,Active
E02491,Sales,Sales Manager,Delhi,2,0,Hybrid,459691,Resigned
E02492,IT,ML Engineer,Mumbai,5,16,Remote,1594721,Active
E02493,Operations,Operations Executive,Delhi,1,4,Hybrid,1046454,Resigned
E02494,HR,HR Manager,Delhi,1,4,Remote,1760272,Active
E02495,Operations,Operations Executive,Delhi,2,15,Remote,2072366,Resigned
E02496,HR,HR Assistant,Mumbai,3,9,Hybrid,2224138,Active
E02497,Marketing,Marketing Executive,Bangalore,1,4,Remote,2061146,Active
E02498,Marketing,SEO Specialist,Mumbai,5,15,On-site,1715226,Active
E02499,Support,Support Engineer,Delhi,3,8,Hybrid,2304648,Active
E02500,HR,HR Manager,Mumbai,3,15,Hybrid,2428586,Active
E02501,IT,DevOps Engineer,Delhi,3,1,On-site,1256137,Resigned
E02502,Marketing,SEO Specialist,Delhi,1,5,On-site,1078786,Resigned
E02503,Operations,Operations Executive,Kolkata,5,13,Hybrid,1320807,Active
E02504,Operations,Operations Executive,Mumbai,4,15,Remote,1023418,Active
E02505,Marketing,Content Strategist,Bangalore,1,13,Remote,1078008,Active
E02506,Sales,Sales Executive,Delhi,4,9,Hybrid,1059818,Active
E02507,HR,Recruiter,Chennai,5,17,Hybrid,2032700,Active
E02508,Marketing,SEO Specialist,Pune,4,14,Hybrid,1737444,Active
E02509,Finance,Financial Analyst,Kolkata,1,15,Remote,1704471,Active
E02510,Marketing,Marketing Executive,Delhi,4,3,On-site,2392845,Resigned
E02511,Marketing,Marketing Executive,Pune,2,16,On-site,2335589,Active
E02512,Marketing,Content Strategist,Hyderabad,5,4,On-site,2158277,Active
E02513,Support,Customer Support,Bangalore,1,8,On-site,2148851,Active
E02514,Marketing,SEO Specialist,Chennai,2,15,Hybrid,2067030,Active
E02515,Support,Support Engineer,Kolkata,3,15,On-site,1708256,Active
E02516,HR,Recruiter,Bangalore,4,2,Hybrid,1287825,Active
E02517,Finance,Accountant,Chennai,4,16,On-site,1832997,Active
E02518,Finance,Financial Analyst,Kolkata,4,11,Remote,853672,Active
E02519,Sales,Sales Executive,Mumbai,5,14,Hybrid,616014,Active
E02520,IT,System Admin,Mumbai,3,15,On-site,1752651,Active
E02521,Operations,Logistics Coordinator,Hyderabad,4,4,On-site,1510780,Active
E02522,Sales,Sales Executive,Chennai,5,2,Hybrid,1188202,Resigned
E02523,Support,Support Engineer,Kolkata,3,18,Hybrid,1537156,Active
E02524,Sales,Sales Executive,Kolkata,1,2,Hybrid,600857,Resigned
E02525,Sales,Sales Manager,Chennai,1,1,On-site,1703672,Active
E02526,Sales,Sales Manager,Delhi,2,4,On-site,1244764,Resigned
E02527,Finance,Accountant,Mumbai,3,9,On-site,1056951,Active
E02528,Sales,Sales Manager,Hyderabad,4,17,Remote,2057977,Resigned
E02529,Finance,Financial Analyst,Pune,4,11,Remote,568952,Active
E02530,Sales,Sales Executive,Delhi,1,6,On-site,1771267,Active
E02531,IT,DevOps Engineer,Chennai,2,13,On-site,920756,Resigned
E02532,Marketing,SEO Specialist,Kolkata,5,4,On-site,1195751,Active
E02533,Support,Customer Support,Hyderabad,1,9,On-site,1463091,Active
E02534,Sales,Sales Manager,Chennai,5,16,Hybrid,1547984,Active
E02535,HR,Recruiter,Hyderabad,5,19,On-site,2428270,Active
E02536,Finance,Financial Analyst,Chennai,5,3,Hybrid,1749159,Active
E02537,Finance,Financial Analyst,Chennai,5,4,On-site,880025,Resigned
E02538,IT,System Admin,Chennai,3,11,On-site,923346,Resigned
E02539,Operations,Operations Executive,Mumbai,1,20,On-site,1389304,Active
E02540,Sales,BD Associate,Chennai,5,2,On-site,1685761,Active
E02541,HR,HR Manager,Pune,4,12,Hybrid,260086,Resigned
E02542,Sales,Sales Executive,Delhi,1,2,Remote,735685,Resigned
E02543,Sales,Sales Manager,Hyderabad,4,12,Hybrid,938484,Active
E02544,IT,ML Engineer,Mumbai,3,15,Hybrid,623857,Active
E02545,HR,HR Manager,Chennai,4,9,Remote,1567765,Active
E02546,Marketing,SEO Specialist,Pune,1,5,On-site,298022,Active
E02547,IT,DevOps Engineer,Chennai,5,5,Hybrid,645151,Active
E02548,Support,Support Engineer,Mumbai,4,9,On-site,1563558,Active
E02549,Finance,Accountant,Chennai,3,3,On-site,1668038,Active
E02550,HR,HR Manager,Chennai,5,1,On-site,1478489,Active
E02551,IT,System Admin,Pune,1,13,On-site,1697832,Active
E02552,IT,DevOps Engineer,Chennai,2,7,On-site,2074472,Active
E02553,HR,HR Manager,Kolkata,3,2,On-site,1562151,Active
E02554,Support,Tech Support,Hyderabad,4,15,Hybrid,403807,Active
E02555,HR,HR Manager,Mumbai,4,6,On-site,2359788,Resigned
E02556,Marketing,Marketing Executive,Bangalore,3,18,On-site,1301574,Active
E02557,Marketing,SEO Specialist,Pune,1,15,Remote,1961463,Active
E02558,Finance,Accountant,Chennai,4,9,On-site,1052651,Active
E02559,IT,Data Analyst,Mumbai,2,17,On-site,403016,Resigned
E02560,HR,HR Manager,Kolkata,4,18,On-site,1321754,Active
E02561,Finance,Auditor,Pune,1,10,Remote,2184755,Active
E02562,HR,Recruiter,Pune,5,0,Remote,358644,Resigned
E02563,HR,HR Assistant,Pune,5,17,Remote,630457,Active
E02564,Marketing,SEO Specialist,Delhi,2,18,On-site,317258,Resigned
E02565,Finance,Auditor,Hyderabad,5,14,On-site,2162768,Active
E02566,Support,Customer Support,Pune,2,18,On-site,2395059,Resigned
E02567,Finance,Accountant,Hyderabad,5,19,Remote,2087520,Active
E02568,Sales,Sales Executive,Bangalore,3,19,Hybrid,1704823,Active
E02569,Marketing,Marketing Executive,Chennai,2,1,On-site,1749543,Active
E02570,HR,HR Manager,Delhi,3,9,On-site,893913,Active
E02571,Marketing,Content Strategist,Chennai,2,16,On-site,993106,Active
E02572,Marketing,SEO Specialist,Pune,1,10,Remote,1306360,Resigned
E02573,Marketing,SEO Specialist,Chennai,2,11,Hybrid,1062586,Active
E02574,Operations,Operations Manager,Chennai,2,13,Hybrid,994287,Resigned
E02575,HR,HR Manager,Delhi,1,10,On-site,2262826,Resigned
E02576,HR,HR Assistant,Chennai,5,7,Remote,572233,Active
E02577,Sales,Sales Manager,Kolkata,4,16,On-site,611970,Active
E02578,Sales,Sales Manager,Pune,4,8,Hybrid,2040580,Active
E02579,HR,Recruiter,Bangalore,2,10,On-site,1460340,Active
E02580,Sales,Sales Manager,Delhi,1,20,Hybrid,1329626,Active
E02581,Finance,Auditor,Chennai,2,14,On-site,1274627,Active
E02582,HR,HR Assistant,Mumbai,3,2,Hybrid,1196152,Active
E02583,Sales,Sales Executive,Pune,3,7,On-site,362446,Active
E02584,Sales,Sales Manager,Pune,1,4,Remote,1374165,Active
E02585,IT,DevOps Engineer,Bangalore,2,18,On-site,1793169,Active
E02586,Marketing,Content Strategist,Hyderabad,1,5,On-site,2142552,Active
E02587,Support,Customer Support,Mumbai,4,4,Remote,2189128,Active
E02588,Operations,Operations Executive,Pune,4,14,Hybrid,580492,Active
E02589,HR,Recruiter,Pune,5,9,Hybrid,881377,Active
E02590,Marketing,Content Strategist,Bangalore,5,7,On-site,696642,Active
E02591,Support,Tech Support,Bangalore,2,2,Remote,907844,Resigned
E02592,Operations,Operations Manager,Mumbai,2,18,Hybrid,1400053,Resigned
E02593,Operations,Logistics Coordinator,Delhi,5,7,Remote,2470002,Active
E02594,Operations,Operations Manager,Mumbai,5,16,Remote,1982938,Resigned
E02595,IT,Data Analyst,Mumbai,5,11,On-site,2180448,Resigned
E02596,IT,System Admin,Delhi,1,1,On-site,1744237,Resigned
E02597,Sales,BD Associate,Kolkata,1,11,Remote,412198,Resigned
E02598,Support,Tech Support,Mumbai,5,6,Remote,473293,Resigned
E02599,Marketing,SEO Specialist,Chennai,5,18,On-site,778382,Active
E02600,Sales,Sales Manager,Bangalore,3,3,On-site,2039575,Active
E02601,Support,Customer Support,Kolkata,3,3,Remote,2178968,Resigned
E02602,IT,Data Analyst,Bangalore,4,11,On-site,2049235,Active
E02603,Operations,Operations Manager,Delhi,1,14,Hybrid,1552974,Resigned
E02604,IT,Data Analyst,Chennai,4,19,Hybrid,353376,Active
E02605,Marketing,SEO Specialist,Hyderabad,2,6,On-site,270734,Active
E02606,Support,Support Engineer,Pune,4,16,On-site,1245373,Active
E02607,Operations,Operations Executive,Delhi,2,15,On-site,570051,Resigned
E02608,Sales,BD Associate,Mumbai,1,4,On-site,1875312,Active
E02609,IT,DevOps Engineer,Mumbai,5,17,On-site,814109,Resigned
E02610,HR,HR Manager,Hyderabad,4,10,Hybrid,2100696,Active
E02611,Marketing,Content Strategist,Mumbai,5,5,On-site,480069,Active
E02612,Marketing,Marketing Executive,Hyderabad,2,13,Hybrid,1104259,Active
E02613,Finance,Auditor,Kolkata,3,7,On-site,2201253,Active
E02614,Marketing,Marketing Executive,Kolkata,5,17,Hybrid,2173680,Active
E02615,Marketing,Marketing Executive,Kolkata,3,3,Hybrid,1350712,Active
E02616,Support,Customer Support,Bangalore,1,19,Hybrid,1712573,Resigned
E02617,Finance,Accountant,Delhi,1,11,On-site,2219265,Active
E02618,Sales,Sales Executive,Chennai,3,9,Hybrid,599269,Active
E02619,Operations,Logistics Coordinator,Hyderabad,2,9,Remote,2033927,Resigned
E02620,Support,Customer Support,Hyderabad,4,18,On-site,340341,Resigned
E02621,Support,Tech Support,Hyderabad,5,14,On-site,2479776,Active
E02622,HR,HR Manager,Delhi,3,4,Remote,647053,Active
E02623,Support,Tech Support,Chennai,4,14,Hybrid,1371662,Active
E02624,Support,Tech Support,Pune,2,5,Remote,2392787,Active
E02625,IT,System Admin,Delhi,2,5,On-site,1353754,Resigned
E02626,Sales,Sales Manager,Mumbai,3,17,On-site,1999875,Resigned
E02627,Operations,Logistics Coordinator,Mumbai,1,16,Remote,648267,Resigned
E02628,IT,Data Analyst,Kolkata,2,10,Remote,2068285,Resigned
E02629,Sales,BD Associate,Hyderabad,3,17,Hybrid,1540129,Resigned
E02630,IT,ML Engineer,Mumbai,3,6,Hybrid,1592894,Active
E02631,Marketing,Marketing Executive,Mumbai,5,20,On-site,927251,Active
E02632,Sales,BD Associate,Chennai,4,15,Hybrid,605698,Active
E02633,HR,Recruiter,Hyderabad,5,8,On-site,951264,Active
E02634,Marketing,Content Strategist,Kolkata,2,18,On-site,2043003,Resigned
